time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.000000,0.131061,0.294174,-0.108254,0.304142,-0.245663,-0.124080
0.020000,0.128871,0.294245,-0.108157,0.304139,-0.244815,-0.126928
0.040000,0.126755,0.293800,-0.108028,0.303947,-0.244473,-0.129447
0.060000,0.124874,0.293214,-0.107921,0.303636,-0.244420,-0.131426
0.080000,0.123590,0.292663,-0.107564,0.303195,-0.244539,-0.133020
0.100000,0.123256,0.292470,-0.107086,0.302673,-0.244829,-0.134319
0.120000,0.123664,0.292463,-0.106679,0.301821,-0.245295,-0.135480
0.140000,0.124433,0.292517,-0.106408,0.300817,-0.245898,-0.136430
0.160000,0.125575,0.292542,-0.106161,0.299429,-0.246740,-0.137399
0.180000,0.126737,0.292649,-0.105921,0.298064,-0.247487,-0.138336
0.200000,0.128073,0.292829,-0.105464,0.296773,-0.248280,-0.139254
0.220000,0.129341,0.293218,-0.104887,0.295507,-0.249054,-0.140245
0.240000,0.130882,0.293893,-0.104206,NaN,NaN,NaN
0.260000,NaN,NaN,NaN,0.293089,-0.250395,-0.142530
0.280000,0.133535,0.294212,-0.104564,0.291822,-0.251031,-0.143893
0.300000,0.133737,0.293964,-0.104552,0.290998,-0.251383,-0.145220
0.320000,0.133651,0.293763,-0.104181,0.290457,-0.251686,-0.146326
0.340000,0.133355,0.293746,-0.103649,0.289766,-0.252048,-0.147678
0.360000,0.132727,0.293809,-0.102831,0.288739,-0.252562,-0.148957
0.380000,0.131883,0.293875,-0.101995,0.287776,-0.252996,-0.150163
0.400000,0.131414,0.293893,-0.101337,0.287031,-0.253546,-0.150905
0.420000,0.131245,0.294003,-0.100715,0.286537,-0.253938,-0.151389
0.440000,0.130938,0.294031,-0.100120,0.286158,-0.254389,-0.151551
0.460000,0.130938,0.294161,-0.099554,0.285973,-0.254803,-0.151578
0.480000,0.131343,0.294385,-0.098932,0.285680,-0.255217,-0.151636
0.500000,0.131839,0.294566,-0.098490,0.285300,-0.255731,-0.151633
0.520000,0.132465,0.294822,-0.097890,0.284641,-0.256365,-0.151626
0.540000,0.132919,0.295077,-0.097339,0.284209,-0.256860,-0.151562
0.560000,0.133465,0.295238,-0.096825,0.283735,-0.257546,-0.151374
0.580000,0.133873,0.295324,-0.096506,NaN,NaN,NaN
0.600000,0.134492,0.295303,-0.096668,0.283169,-0.258537,-0.151122
0.620000,0.135172,0.295168,-0.097749,0.282935,-0.258921,-0.151288
0.640000,0.136197,0.295128,-0.099791,0.282728,-0.259497,-0.151521
0.660000,0.137894,0.295552,-0.102542,0.282491,-0.260123,-0.151829
0.680000,0.140091,0.296512,-0.104752,0.282099,-0.260860,-0.152271
0.700000,0.142525,0.297808,-0.106590,0.281714,-0.261555,-0.152680
0.720000,0.144688,0.298723,-0.107999,0.281046,-0.262292,-0.153142
0.740000,NaN,NaN,NaN,0.280163,-0.262985,-0.153731
0.760000,0.146739,0.299415,-0.109559,0.279153,-0.263497,-0.154593
0.780000,0.147051,0.299565,-0.109813,0.278594,-0.263968,-0.155070
0.800000,0.147076,0.299919,-0.109878,0.278312,-0.264408,-0.155447
0.820000,0.147357,0.300561,-0.109634,0.278493,-0.264882,-0.155349
0.840000,0.147993,0.301263,-0.109767,0.278652,-0.265461,-0.155303
0.860000,0.148669,0.301068,-0.110959,0.278913,-0.265718,-0.155800
0.880000,0.149802,0.300661,-0.111716,0.279867,-0.265631,-0.156277
0.900000,0.150997,0.300191,-0.112155,0.281397,-0.265332,-0.156724
0.920000,0.151869,0.299684,-0.112597,0.283610,-0.264684,-0.157273
0.940000,0.152852,0.299088,-0.113073,0.286346,-0.263849,-0.157716
0.960000,NaN,NaN,NaN,0.289406,-0.262695,-0.158306
0.980000,0.155199,0.297653,-0.114284,0.292944,-0.261228,-0.158907
1.000000,0.156742,0.296524,-0.115231,0.296412,-0.259700,-0.159489
1.020000,0.158368,0.295339,-0.116208,0.300180,-0.257826,-0.160188
1.040000,0.160908,0.294049,-0.117460,0.303769,-0.255784,-0.161045
1.060000,0.163098,0.292893,-0.118885,NaN,NaN,NaN
1.080000,0.165650,0.291943,-0.120286,0.309553,-0.251878,-0.162699
1.100000,0.167690,0.291279,-0.121505,0.312115,-0.249649,-0.163722
1.120000,0.169306,0.290799,-0.122528,0.314249,-0.247374,-0.164908
1.140000,0.170416,0.290406,-0.123247,0.316103,-0.245286,-0.166038
1.160000,0.171148,0.290173,-0.123777,0.317962,-0.243331,-0.167035
1.180000,0.171715,0.290036,-0.124228,0.319710,-0.241316,-0.168092
1.200000,0.172315,0.290075,-0.124540,0.320938,-0.239656,-0.169133
1.220000,0.172912,0.290134,-0.125015,0.321905,-0.238196,-0.170036
1.240000,0.173715,0.290296,-0.125523,0.322622,-0.236778,-0.171029
1.260000,0.174727,0.290514,-0.125987,NaN,NaN,NaN
1.280000,0.175587,0.290816,-0.126383,0.324435,-0.234073,-0.171848
1.300000,0.176138,0.291139,-0.126609,0.325562,-0.232627,-0.171817
1.320000,0.176425,0.291356,-0.126847,0.326628,-0.231465,-0.171241
1.340000,0.176407,0.291538,-0.126929,0.327646,-0.230034,-0.170420
1.360000,NaN,NaN,NaN,0.328245,-0.228782,-0.169439
1.380000,0.176374,0.291932,-0.127504,0.328722,-0.227685,-0.168341
1.400000,0.176417,0.292156,-0.127793,0.329146,-0.226951,-0.167047
1.420000,0.176195,0.292609,-0.127697,NaN,NaN,NaN
1.440000,0.176462,0.293069,-0.127277,0.329501,-0.225849,-0.164010
1.460000,0.176843,0.293717,-0.126605,0.329438,-0.225376,-0.162448
1.480000,0.177416,0.294390,-0.126080,0.329010,-0.224983,-0.161084
1.500000,0.177931,0.295024,-0.125664,0.328366,-0.224703,-0.159725
1.520000,0.178517,0.295567,-0.125196,0.327780,-0.224609,-0.158302
1.540000,0.178406,0.296404,-0.124503,0.327526,-0.224064,-0.156982
1.560000,0.178768,0.297330,-0.123497,0.327139,-0.223654,-0.155767
1.580000,0.178821,0.298509,-0.122570,0.325951,-0.222980,-0.155334
1.600000,0.179211,0.299920,-0.121832,0.324250,-0.222401,-0.155042
1.620000,0.179757,0.301343,-0.121000,0.322686,-0.221938,-0.154560
1.640000,0.180574,0.302936,-0.119931,0.321313,-0.221588,-0.153878
1.660000,0.181153,0.304603,-0.119022,0.319810,-0.221169,-0.153238
1.680000,0.182109,0.306352,-0.118496,0.317765,-0.220755,-0.153032
1.700000,0.183254,0.307906,-0.118083,0.315897,-0.220232,-0.152571
1.720000,0.185331,0.309145,-0.117800,0.313367,-0.220202,-0.152386
1.740000,0.187738,0.310292,-0.117382,0.310754,-0.220088,-0.152409
1.760000,0.191123,0.311213,-0.117141,0.307687,-0.220466,-0.152320
1.780000,0.194795,0.311944,-0.116949,0.304359,-0.221222,-0.152206
1.800000,0.198788,0.312413,-0.117024,0.299923,-0.223070,-0.151917
1.820000,0.202302,0.312963,-0.116796,0.295105,-0.225153,-0.151615
1.840000,0.205334,0.313687,-0.116198,0.289891,-0.227281,-0.151583
1.860000,NaN,NaN,NaN,NaN,NaN,NaN
1.880000,0.211564,0.314883,-0.115128,NaN,NaN,NaN
1.900000,0.214303,0.315274,-0.114630,0.282730,-0.231069,-0.151212
1.920000,0.216234,0.315721,-0.114072,0.282918,-0.231163,-0.151046
1.940000,0.217124,0.316173,-0.113287,NaN,NaN,NaN
1.960000,0.217027,0.316515,-0.112771,0.282066,-0.231133,-0.151155
1.980000,NaN,NaN,NaN,0.281684,-0.231164,-0.151191
2.000000,0.214070,0.316469,-0.112786,NaN,NaN,NaN
2.020000,0.211883,0.315926,-0.113384,0.281114,-0.231356,-0.151165
2.040000,0.209926,0.315175,-0.114545,0.280875,-0.231434,-0.151090
2.060000,0.208152,0.314251,-0.115698,NaN,NaN,NaN
2.080000,0.206777,0.313324,-0.116798,0.280234,-0.231738,-0.151026
2.100000,0.205705,0.312522,-0.117528,0.279561,-0.232242,-0.151178
2.120000,0.204704,0.311801,-0.118392,0.278710,-0.232953,-0.151509
2.140000,0.203625,0.310890,-0.119542,0.277803,-0.233791,-0.151833
2.160000,0.202193,0.310257,-0.120353,0.276984,-0.234316,-0.152203
2.180000,0.200707,0.310217,-0.120354,0.276008,-0.234460,-0.152559
2.200000,0.198812,0.310423,-0.120261,0.275656,-0.233957,-0.152871
2.220000,0.196909,0.310741,-0.120120,0.275760,-0.233227,-0.152944
2.240000,NaN,NaN,NaN,0.276097,-0.232296,-0.153518
2.260000,0.195128,0.310959,-0.119976,0.276161,-0.231809,-0.154386
2.280000,0.194450,0.310874,-0.119895,0.276038,-0.231598,-0.155254
2.300000,0.193831,0.310669,-0.119777,0.275352,-0.231814,-0.155700
2.320000,0.193251,0.310463,-0.119744,0.274574,-0.232118,-0.156005
2.340000,0.192780,0.310333,-0.119678,0.273834,-0.232300,-0.156303
2.360000,0.192386,0.310305,-0.119677,0.273442,-0.232340,-0.156600
2.380000,0.192047,0.310252,-0.119703,0.273000,-0.232374,-0.156912
2.400000,0.191565,0.310089,-0.119904,0.272674,-0.232414,-0.157266
2.420000,0.191057,0.309885,-0.120073,0.272414,-0.232409,-0.157594
2.440000,0.190408,0.309664,-0.120185,0.272226,-0.232471,-0.157873
2.460000,0.189882,0.309543,-0.120249,0.272106,-0.232341,-0.158349
2.480000,0.189283,0.309444,-0.120458,0.271960,-0.232242,-0.158792
2.500000,NaN,NaN,NaN,0.271672,-0.232182,-0.159286
2.520000,0.187981,0.309397,-0.120952,NaN,NaN,NaN
2.540000,0.187329,0.309367,-0.121041,0.271126,-0.232192,-0.160184
2.560000,0.186612,0.309348,-0.121003,0.270854,-0.232219,-0.160658
2.580000,0.186089,0.309349,-0.120875,0.270632,-0.232224,-0.161088
2.600000,0.185903,0.309168,-0.120934,0.270357,-0.232379,-0.161406
2.620000,0.186179,0.308891,-0.121100,0.270019,-0.232653,-0.161580
2.640000,0.186646,0.308517,-0.121425,0.269643,-0.233038,-0.161684
2.660000,0.187312,0.308205,-0.121678,0.269162,-0.233538,-0.161678
2.680000,0.187819,0.307926,-0.121907,0.268597,-0.234227,-0.161454
2.700000,0.188348,0.307621,-0.122113,0.268031,-0.235095,-0.161042
2.720000,0.188847,0.307297,-0.122211,0.267556,-0.236101,-0.160560
2.740000,0.189434,0.307084,-0.122148,0.267098,-0.237071,-0.160094
2.760000,0.190055,0.306851,-0.122103,0.266637,-0.238078,-0.159660
2.780000,0.190636,0.306779,-0.121906,0.266243,-0.238812,-0.159495
