time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.000000,0.162172,0.316536,-0.033576,0.117838,-0.309560,-0.071534
0.020000,0.161975,0.316441,-0.033626,0.118198,-0.309661,-0.072057
0.040000,0.161882,0.316403,-0.033629,0.118228,-0.309690,-0.072024
0.060000,0.161813,0.316330,-0.033723,0.118030,-0.309876,-0.071249
0.080000,0.161766,0.316322,-0.033682,0.117769,-0.309971,-0.070447
0.100000,0.161752,0.316285,-0.033744,0.117479,-0.310043,-0.069702
0.120000,0.161700,0.316247,-0.033753,0.117401,-0.310193,-0.069062
0.140000,0.161746,0.316160,-0.033846,0.117307,-0.310321,-0.068629
0.160000,0.161692,0.316106,-0.033895,0.117356,-0.310456,-0.068275
0.180000,0.161712,0.316042,-0.033983,0.117323,-0.310537,-0.068004
0.200000,0.161584,0.316015,-0.034009,0.117342,-0.310664,-0.067419
0.220000,0.161505,0.315965,-0.034076,0.117181,-0.310722,-0.066776
0.240000,0.161421,0.315948,-0.034089,0.116972,-0.310812,-0.065830
0.260000,0.161396,0.315919,-0.034191,0.116697,-0.310842,-0.065068
0.280000,0.161371,0.315923,-0.034200,0.116572,-0.310912,-0.064436
0.300000,0.161365,0.315925,-0.034253,0.116498,-0.310909,-0.064241
0.320000,0.161305,0.315942,-0.034148,0.116585,-0.310942,-0.064189
0.340000,0.161209,0.315985,-0.033912,0.116666,-0.310857,-0.064422
0.360000,0.161078,0.316135,-0.033467,0.116842,-0.310749,-0.064657
0.380000,0.161198,0.316308,-0.033066,0.116775,-0.310556,-0.065029
0.400000,0.161204,0.316517,-0.032294,0.116788,-0.310367,-0.065558
0.420000,0.160959,0.316717,-0.031179,0.116823,-0.310039,-0.066616
0.440000,0.160495,0.316937,-0.029620,0.117156,-0.309727,-0.068101
0.460000,0.160187,0.317149,-0.027961,0.117470,-0.309341,-0.069927
0.480000,0.159887,0.317464,-0.025542,0.117942,-0.308837,-0.072457
0.500000,0.159531,0.317733,-0.023049,0.118453,-0.308224,-0.075315
0.520000,0.159019,0.317994,-0.021525,0.119250,-0.307874,-0.077054
0.540000,0.158403,0.318178,-0.020677,0.120039,-0.307575,-0.078161
0.560000,0.158061,0.318372,-0.019937,0.120713,-0.307433,-0.078795
0.580000,0.157860,0.318555,-0.019778,0.121152,-0.307409,-0.078859
0.600000,0.157699,0.318774,-0.019658,0.121653,-0.307320,-0.079084
0.620000,0.157615,0.318905,-0.019892,0.122078,-0.307365,-0.079306
0.640000,0.157426,0.318958,-0.020116,0.122723,-0.307454,-0.079746
0.660000,0.157122,0.318747,-0.020470,0.123188,-0.307799,-0.079897
0.680000,0.156755,0.318596,-0.020604,0.123635,-0.307982,-0.080163
0.700000,0.156267,0.318392,-0.020811,0.124053,-0.308291,-0.080070
0.720000,0.156196,0.318233,-0.020894,0.124229,-0.308334,-0.080454
0.740000,0.156355,0.318203,-0.020940,0.123966,-0.308286,-0.080476
0.760000,0.156366,0.318249,-0.020833,0.123962,-0.308204,-0.080579
0.780000,0.156413,0.318224,-0.020418,0.123896,-0.308289,-0.080475
0.800000,0.156699,0.318272,-0.020256,0.123848,-0.308291,-0.080554
0.820000,0.156712,0.318239,-0.020074,0.123738,-0.308265,-0.080653
0.840000,0.156699,0.318276,-0.019819,0.123477,-0.307968,-0.080958
0.860000,0.156969,0.318319,-0.019452,0.123025,-0.307839,-0.080993
0.880000,0.157316,0.318401,-0.019102,0.122614,-0.307616,-0.081132
0.900000,0.157687,0.318470,-0.018565,0.122123,-0.307427,-0.081261
0.920000,0.157894,0.318499,-0.018070,0.121572,-0.307151,-0.081441
0.940000,0.158359,0.318622,-0.017664,0.120963,-0.306883,-0.081350
0.960000,0.158696,0.318703,-0.017268,0.120337,-0.306582,-0.081371
0.980000,0.159003,0.318776,-0.016772,0.119866,-0.306404,-0.081215
1.000000,0.159266,0.318811,-0.016360,0.119253,-0.306092,-0.081283
1.020000,0.159588,0.318915,-0.015991,0.118788,-0.305882,-0.081186
1.040000,0.160006,0.318992,-0.015748,0.118378,-0.305661,-0.081308
1.060000,0.160378,0.319077,-0.015531,0.117997,-0.305514,-0.081228
1.080000,0.160521,0.319103,-0.015257,0.117747,-0.305382,-0.081246
1.100000,0.160673,0.319139,-0.015070,0.117645,-0.305325,-0.081167
1.120000,0.160844,0.319171,-0.015059,0.117704,-0.305401,-0.080955
1.140000,0.161032,0.319215,-0.015141,0.117784,-0.305408,-0.080931
