time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.000000,0.248297,0.060430,0.247648,0.214482,-0.291766,-0.018634
0.020000,0.248475,0.060587,0.247959,0.214388,-0.291618,-0.019084
0.040000,0.249443,0.060920,0.247981,0.213821,-0.291534,-0.019481
0.060000,0.249943,0.060929,0.248305,0.213665,-0.291455,-0.019783
0.080000,0.250481,0.060946,0.248473,0.213347,-0.291409,-0.020189
0.100000,0.250491,0.060987,0.248674,0.213212,-0.291437,-0.020601
0.120000,0.250464,0.061221,0.248628,0.212986,-0.291444,-0.020967
0.140000,0.250206,0.061323,0.248545,0.212890,-0.291480,-0.021187
0.160000,0.250260,0.061398,0.248194,0.212581,-0.291573,-0.021319
0.180000,0.250184,0.061521,0.248064,0.212557,-0.291645,-0.021321
0.200000,0.250543,0.061363,0.247931,0.212279,-0.291760,-0.021327
0.220000,0.250893,0.061022,0.248084,0.212208,-0.291818,-0.021339
0.240000,0.251630,0.060521,0.248244,0.211878,-0.291886,-0.021478
0.260000,0.252279,0.059822,0.248514,0.211796,-0.291880,-0.021649
0.280000,0.253233,0.059099,0.248735,0.211527,-0.291879,-0.021826
0.300000,0.253742,0.058342,0.249159,0.211487,-0.291857,-0.022007
0.320000,0.254277,0.057821,0.249431,0.211351,-0.291822,-0.022321
0.340000,0.254075,0.057204,0.249894,0.211577,-0.291724,-0.022448
0.360000,0.254094,0.056698,0.250042,0.211838,-0.291584,-0.022689
0.380000,0.253779,0.055930,0.250498,0.212215,-0.291401,-0.022692
0.400000,0.253811,0.055173,0.250780,0.212378,-0.291259,-0.022837
0.420000,0.253966,0.054638,0.250902,0.212585,-0.291116,-0.022738
0.440000,0.253967,0.054340,0.251194,0.212567,-0.291021,-0.022732
0.460000,0.254367,0.054154,0.251344,0.212611,-0.290875,-0.022515
0.480000,0.254634,0.054087,0.251584,0.212473,-0.290758,-0.022623
0.500000,0.255190,0.054059,0.251627,0.212408,-0.290658,-0.022628
0.520000,0.255533,0.054155,0.251785,0.212341,-0.290612,-0.022759
0.540000,0.256493,0.054416,0.251464,0.212159,-0.290626,-0.022702
0.560000,0.256104,0.054377,0.251787,0.212291,-0.290558,-0.022856
0.580000,0.256866,0.054557,0.251242,0.212068,-0.290625,-0.022841
0.600000,0.256866,0.054489,0.251103,0.211957,-0.290633,-0.022959
0.620000,0.257116,0.054406,0.250997,0.211815,-0.290649,-0.022936
0.640000,0.257252,0.054302,0.251075,0.211745,-0.290653,-0.022994
0.660000,0.257615,0.054350,0.251180,0.211661,-0.290688,-0.022839
