time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.000000,0.220415,0.181230,-0.129179,0.234461,-0.235074,-0.058906
0.020000,0.221667,0.180757,-0.128407,0.233129,-0.237052,-0.058938
0.040000,0.222194,0.180795,-0.127102,0.231888,-0.238736,-0.058754
0.060000,0.222396,0.181160,-0.126370,0.230835,-0.240115,-0.058329
0.080000,0.223019,0.182199,-0.124856,0.230171,-0.241552,-0.058468
0.100000,0.223633,0.183786,-0.123207,0.229720,-0.242648,-0.058537
0.120000,0.224189,0.185346,-0.121567,0.229230,-0.243805,-0.058166
0.140000,0.224168,0.186442,-0.120883,0.229047,-0.244259,-0.058031
0.160000,0.224215,0.187145,-0.120219,0.228952,-0.244965,-0.057793
0.180000,0.224228,0.187777,-0.119825,0.229043,-0.244773,-0.057778
0.200000,0.224315,0.187988,-0.119888,0.228910,-0.245120,-0.057177
0.220000,0.224343,0.187988,-0.120049,0.229118,-0.244799,-0.056923
0.240000,0.224455,0.187999,-0.120048,0.229127,-0.245237,-0.056348
0.260000,0.224382,0.188105,-0.120320,0.229414,-0.244954,-0.056157
0.280000,0.224210,0.188226,-0.120483,0.229344,-0.245156,-0.055825
0.300000,0.223928,0.188616,-0.120630,0.229192,-0.245006,-0.055791
0.320000,0.223853,0.188774,-0.120399,0.228842,-0.245168,-0.055491
0.340000,0.224004,0.189466,-0.120054,0.228553,-0.245000,-0.055664
0.360000,0.223744,0.190231,-0.119837,0.228289,-0.245117,-0.055581
0.380000,0.222863,0.190753,-0.120056,0.228134,-0.244951,-0.055896
0.400000,0.221893,0.191031,-0.120252,0.228031,-0.245052,-0.056069
0.420000,0.220953,0.191097,-0.120689,0.228050,-0.244817,-0.056077
0.440000,0.220276,0.191444,-0.120791,0.228075,-0.244585,-0.056253
0.460000,0.219550,0.192063,-0.121053,0.228397,-0.243978,-0.056466
0.480000,0.218722,0.192494,-0.121296,0.228557,-0.243679,-0.056840
0.500000,0.218017,0.192804,-0.121861,0.228799,-0.243475,-0.057001
0.520000,0.217402,0.193049,-0.122095,0.228784,-0.243524,-0.057321
0.540000,0.217109,0.193220,-0.122283,0.228797,-0.243423,-0.057213
0.560000,0.216900,0.193134,-0.122357,0.228644,-0.243576,-0.057509
0.580000,0.216821,0.192937,-0.122577,0.228607,-0.243708,-0.057595
0.600000,0.216706,0.192793,-0.122485,0.228515,-0.243951,-0.057943
0.620000,0.216616,0.192535,-0.122708,0.228396,-0.244212,-0.057886
0.640000,0.216576,0.192505,-0.122635,0.228310,-0.244199,-0.058207
0.660000,0.216545,0.192495,-0.122808,0.228275,-0.244388,-0.058036
0.680000,0.216372,0.192484,-0.122783,0.228330,-0.244329,-0.058218
0.700000,0.216237,0.192414,-0.122973,0.228365,-0.244514,-0.057987
0.720000,0.216163,0.192405,-0.122853,0.228475,-0.244454,-0.058122
0.740000,0.216212,0.192200,-0.122926,0.228459,-0.244656,-0.057837
0.760000,0.216247,0.192052,-0.122759,0.228488,-0.244609,-0.057996
0.780000,0.216314,0.191978,-0.122813,0.228470,-0.244764,-0.057771
0.800000,0.216396,0.192065,-0.122620,0.228481,-0.244711,-0.057944
0.820000,0.216332,0.191981,-0.122714,0.228589,-0.244821,-0.057746
0.840000,0.216357,0.191986,-0.122556,0.228647,-0.244741,-0.057940
0.860000,0.216462,0.191862,-0.122549,0.228644,-0.244885,-0.057716
0.880000,0.216523,0.191847,-0.122314,0.228774,-0.244817,-0.057731
0.900000,0.216534,0.191676,-0.122337,0.228795,-0.244905,-0.057681
0.920000,0.216503,0.191643,-0.122167,0.228961,-0.244914,-0.057746
0.940000,0.216506,0.191543,-0.122221,0.228967,-0.245063,-0.057749
0.960000,0.216508,0.191626,-0.122114,0.229033,-0.245165,-0.057797
0.980000,0.216490,0.191656,-0.122182,0.228940,-0.245318,-0.057755
1.000000,0.216403,0.191650,-0.122127,0.228967,-0.245344,-0.057788
1.020000,0.216364,0.191579,-0.122270,0.228921,-0.245466,-0.057774
1.040000,0.216295,0.191568,-0.122173,0.229040,-0.245495,-0.057806
1.060000,0.216366,0.191538,-0.122268,0.228949,-0.245650,-0.057677
1.080000,0.216346,0.191493,-0.122314,0.228904,-0.245806,-0.057574
