  -8.1340927e-02	  -3.5298766e-02	
  -6.4201704e-02	  -1.2990917e-02	
  -3.4961611e-02	   1.5397292e-02	
   7.2389156e-03	   4.4589369e-02	
   5.8782347e-02	   7.6804262e-02	
   1.1874021e-01	   1.1139774e-01	
   1.7588001e-01	   1.3194268e-01	
   2.0146990e-01	   1.1622217e-01	
   1.8239103e-01	   6.1641050e-02	
   1.2906327e-01	  -1.3178629e-02	
   5.5187742e-02	  -8.1745514e-02	
  -3.0667449e-02	  -1.1484631e-01	
  -1.1912937e-01	  -9.6867719e-02	
  -1.9804157e-01	  -4.9080038e-02	
  -2.5607734e-01	  -9.0259213e-03	
  -2.7212917e-01	   4.4504732e-03	
  -2.2930427e-01	  -5.5137370e-03	
  -1.3776210e-01	  -2.4983349e-02	
  -2.2315692e-02	  -3.6345212e-02	
   8.9217665e-02	  -2.6685660e-02	
   1.7286489e-01	   8.1594448e-04	
   2.1344603e-01	   2.8252585e-02	
   2.0669541e-01	   3.6578313e-02	
   1.6972963e-01	   2.3115956e-02	
   1.2966188e-01	   1.9063553e-03	
   9.9826046e-02	  -1.2582428e-02	
   8.3733729e-02	  -1.7584915e-02	
   7.6861343e-02	  -1.8993954e-02	
   6.1470130e-02	  -1.8685642e-02	
   2.4638691e-02	  -1.3122239e-02	
  -3.5478530e-02	  -4.6066452e-03	
  -1.0695526e-01	  -1.6342459e-03	
  -1.6434153e-01	  -8.0353199e-03	
  -1.8519335e-01	  -1.7830167e-02	
  -1.6795978e-01	  -1.9200161e-02	
  -1.2380490e-01	  -4.0146248e-03	
  -6.1480409e-02	   2.1967655e-02	
   1.8155805e-02	   4.3039384e-02	
   1.0378835e-01	   5.2205509e-02	
   1.7476788e-01	   5.8240575e-02	
   2.1835369e-01	   6.6594849e-02	
   2.1570591e-01	   6.4851982e-02	
   1.5589940e-01	   3.9634314e-02	
   5.4540072e-02	  -2.1628631e-03	
  -5.6643999e-02	  -3.8047635e-02	
  -1.4232629e-01	  -5.4111150e-02	
  -1.8225233e-01	  -5.6195056e-02	
  -1.7456578e-01	  -5.6477215e-02	
  -1.3654039e-01	  -5.8605251e-02	
  -9.2184403e-02	  -5.5923816e-02	
  -5.6833540e-02	  -4.0466847e-02	
  -4.0308021e-02	  -1.6248498e-02	
  -4.3990259e-02	   4.0243198e-03	
  -5.7182340e-02	   1.3618221e-02	
  -7.0024604e-02	   1.4322869e-02	
  -8.2009284e-02	   1.1440578e-02	
  -9.4925330e-02	   9.6486778e-03	
  -1.0173671e-01	   1.0073397e-02	
  -8.8116968e-02	   1.0125117e-02	
  -4.6336937e-02	   7.4824503e-03	
   2.0896674e-02	   4.7871172e-03	
   9.7169826e-02	   5.5278304e-03	
   1.5781924e-01	   1.1738228e-02	
   1.9023905e-01	   2.4891167e-02	
   1.8858864e-01	   4.0599067e-02	
   1.6057758e-01	   5.0228704e-02	
   1.2506557e-01	   4.8664564e-02	
   9.2272778e-02	   3.5592868e-02	
   5.2304476e-02	   1.3940642e-02	
   2.6733791e-03	  -7.4565390e-03	
  -4.3051294e-02	  -2.0581345e-02	
  -7.3123908e-02	  -2.4773967e-02	
  -8.0548395e-02	  -2.2581973e-02	
  -6.5855001e-02	  -1.5755371e-02	
  -4.0496070e-02	  -6.4268342e-03	
  -2.2482802e-02	   1.8907570e-03	
  -2.9788097e-02	   6.6979735e-03	
  -6.6824297e-02	   7.1026967e-03	
  -1.1753190e-01	   5.0038970e-03	
  -1.5086266e-01	   5.0893827e-03	
  -1.3553222e-01	   9.0448602e-03	
  -5.9906388e-02	   1.4118418e-02	
   1.1750064e-03	  -8.7690991e-03	
   4.6855339e-02	  -8.1705743e-03	
   9.2155684e-02	  -9.3714700e-03	
   1.0398320e-01	  -1.3109967e-02	
   7.2169776e-02	  -1.5143546e-02	
   1.0375852e-02	  -1.1601064e-02	
  -5.6341051e-02	  -2.2260336e-03	
  -1.0565863e-01	   6.5717677e-03	
  -1.2818431e-01	   8.8463873e-03	
  -1.2514516e-01	   8.9384742e-03	
  -9.5996955e-02	   1.9061218e-02	
  -2.8406887e-02	   4.5134154e-02	
   7.2365045e-02	   7.5103811e-02	
   1.7321113e-01	   8.3267893e-02	
   2.3982489e-01	   5.3828042e-02	
   2.5748465e-01	  -1.1796421e-03	
   2.2021378e-01	  -5.0884218e-02	
   1.2638101e-01	  -7.2357458e-02	
  -8.1454495e-03	  -7.0145509e-02	
  -1.4722027e-01	  -6.4053168e-02	
  -2.4879742e-01	  -6.1082117e-02	
  -2.8591157e-01	  -5.3417474e-02	
  -2.5955911e-01	  -3.6888782e-02	
  -2.0691955e-01	  -2.0388782e-02	
  -1.6107185e-01	  -8.9324827e-03	
  -1.2362480e-01	   4.8364514e-03	
  -9.3801129e-02	   2.6052264e-02	
  -6.7535910e-02	   5.0834390e-02	
  -3.0013481e-02	   6.9526573e-02	
   2.2433240e-02	   7.3636882e-02	
   7.7627949e-02	   6.0802610e-02	
   1.2330386e-01	   3.3171198e-02	
   1.6584696e-01	  -1.3986581e-03	
   2.1615228e-01	  -2.9222512e-02	
   2.6962203e-01	  -3.6221266e-02	
   3.0789309e-01	  -1.7264911e-02	
   3.0569932e-01	   1.3614166e-02	
   2.4984181e-01	   3.4641403e-02	
   1.4579984e-01	   3.6769120e-02	
   7.7597137e-03	   2.3754970e-02	
  -3.4689868e-02	  -2.1420191e-02	
  -1.7086754e-02	  -9.4555440e-03	
   2.0485688e-03	   5.1613185e-03	
   1.2071425e-02	   1.1700281e-02	
   4.8543877e-03	   3.8179433e-04	
  -2.1853960e-02	  -2.8093918e-02	
  -5.9154208e-02	  -5.9212595e-02	
  -9.0909899e-02	  -6.9532758e-02	
  -1.0116964e-01	  -4.5548693e-02	
  -8.2524718e-02	  -2.6210713e-04	
  -4.0699768e-02	   4.0869328e-02	
   9.3734612e-03	   6.2015338e-02	
   5.0661311e-02	   6.1462388e-02	
   7.2069959e-02	   4.9363497e-02	
   7.2174339e-02	   3.9183112e-02	
   5.9468757e-02	   3.4792737e-02	
   5.0144896e-02	   2.8220489e-02	
   6.1622112e-02	   1.4319468e-02	
   9.9725220e-02	  -1.2510233e-03	
   1.5102648e-01	  -9.3581871e-03	
   1.8798729e-01	  -7.0033858e-03	
   1.8125584e-01	   2.0351965e-04	
   1.2628154e-01	   2.5172631e-03	
   3.4462503e-02	  -3.7442085e-03	
  -7.1970698e-02	  -1.3931658e-02	
  -1.6145880e-01	  -2.1488746e-02	
  -2.0659158e-01	  -2.5471249e-02	
  -1.9910117e-01	  -2.9594182e-02	
  -1.0246687e-01	  -3.4427249e-02	
  -7.8862812e-02	  -4.7354342e-03	
  -6.6200041e-02	   1.8990862e-02	
  -5.2384238e-02	   2.7933673e-02	
  -1.5878107e-02	   2.0529831e-02	
   5.1826082e-02	   5.6485878e-03	
   1.3832659e-01	   2.1594270e-04	
   2.1630996e-01	   1.1275612e-02	
   2.6056636e-01	   2.8492799e-02	
   2.5336808e-01	   3.9518038e-02	
   1.9169248e-01	   3.8527249e-02	
   9.5932082e-02	   2.6377576e-02	
  -7.8569332e-03	   7.2437675e-03	
  -9.5727073e-02	  -1.3977473e-02	
  -1.5657885e-01	  -2.8946669e-02	
  -1.9160643e-01	  -3.0833271e-02	
  -2.1588844e-01	  -2.1294940e-02	
  -2.4372717e-01	  -9.4170398e-03	
  -2.6635788e-01	  -3.7330924e-03	
  -2.5041795e-01	  -7.8085247e-03	
  -1.8739408e-01	  -1.8658274e-02	
  -8.9562696e-02	  -2.2973196e-02	
   3.1427888e-02	  -8.2038544e-03	
   1.6129849e-01	   2.0836612e-02	
   2.7844240e-01	   4.3369633e-02	
   3.5397861e-01	   3.9688213e-02	
   3.6350453e-01	   1.3041757e-02	
   2.9968086e-01	  -1.0341128e-02	
   1.6330660e-01	  -1.1086395e-02	
  -2.4159357e-02	   1.1807713e-03	
  -2.2171484e-01	   3.4459508e-03	
  -3.8271795e-01	  -1.4311209e-02	
  -4.6894851e-01	  -3.8886955e-02	
  -4.4798818e-01	  -4.5068906e-02	
  -3.1205280e-01	  -1.5856374e-02	
  -1.0300540e-01	   3.5644584e-02	
   1.1868519e-01	   7.0977435e-02	
   2.9955799e-01	   6.6934928e-02	
   4.0900705e-01	   3.5216488e-02	
   4.4359174e-01	   5.9295716e-03	
   4.1887686e-01	  -1.6058497e-03	
   3.5150649e-01	   1.8771828e-03	
   2.4903285e-01	  -4.0119771e-03	
   1.2276936e-01	  -1.6008544e-02	
